33|JAWA TENGAH
33.24.03|Sukorejo
33.24.03.2001|Gentinggunung
33.24.03.2002|Bringinsari
33.24.03.2003|Purwosari
33.24.03.2004|Ngargosari
33.24.03.2005|Pesaren
33.24.03.2006|Tamanrejo
33.24.03.2007|Harjodowo
33.24.03.2008|Peron
33.24.03.2009|Damarjati
33.24.03.2010|Mulyosari
33.24.03.2011|Kalipakis
33.24.03.2012|Trimulyo
33.24.03.2013|Selokaton
33.24.03.2014|Ngadiwarno
33.24.03.2015|Tampingwinarno
33.24.03.2016|Kebumen
33.24.03.2017|Sukorejo
33.24.03.2018|Kalibogor
33.24.04|Patean
33.24.04.2001|Pakisan
33.24.04.2002|Plososari
33.24.04.2003|Mlatiharjo
33.24.04.2004|Wirosari
33.24.04.2005|Pagersari
33.24.04.2006|Selo
33.24.04.2007|Curugsewu
33.24.04.2008|Gedong
33.24.04.2009|Sukomangli
33.24.04.2010|Kalibareng
33.24.04.2011|Kalilumpang
33.24.04.2012|Kalices
33.24.04.2013|Sidokumpul
33.24.04.2014|Sidodadi
33.24.05|Singorojo
33.24.05.2001|Cening
33.24.05.2002|Sukodadi
33.24.05.2003|Kaliputih
33.24.05.2004|Getas
33.24.05.2005|Banyuringin
33.24.05.2006|Kedungsari
33.24.05.2007|Ngareanak
33.24.05.2008|Singorojo
33.24.05.2009|Cacaban
33.24.05.2010|Kalirejo
33.24.05.2011|Merbuh
33.24.05.2012|Trayu
33.24.05.2013|Kertosari
33.24.06|Limbangan
33.24.06.2001|Kedungboto
33.24.06.2002|Peron
33.24.06.2003|Gondang
33.24.06.2004|Pakis
33.24.06.2005|Sumberahayu
33.24.06.2006|Tambahsari
33.24.06.2007|Limbangan
33.24.06.2008|Pagertoyo
33.24.06.2009|Sriwulan
33.24.06.2010|Tabet
33.24.06.2011|Ngesrepbalong
33.24.06.2012|Gonoharjo
33.24.06.2013|Jawisari
33.24.06.2014|Margosari
33.24.06.2015|Tamanrejo
33.24.06.2016|Pagerwojo
33.24.07|Boja
33.24.07.2001|Medono
33.24.07.2002|Pasigitan
33.24.07.2003|Banjarejo
33.24.07.2004|Leban
33.24.07.2005|Kliris
33.24.07.2006|Puguh
33.24.07.2007|Ngabean
33.24.07.2008|Karangmanggis
33.24.07.2009|Kaligading
33.24.07.2010|Purwogondo
33.24.07.2011|Blimbing
33.24.07.2012|Salamsari
33.24.07.2013|Tampingan
33.24.07.2014|Campurejo
33.24.07.2015|Boja
33.24.07.2016|Bebengan
33.24.07.2017|Meteseh
33.24.07.2018|Trisobo
33.24.08|Kaliwungu
33.24.08.2003|Sumberejo
33.24.08.2004|Nolokerto
33.24.08.2009|Kumpulrejo
33.24.08.2010|Karangtengah
33.24.08.2011|Sarirejo
33.24.08.2012|Krajankulon
33.24.08.2013|Kutoharjo
33.24.08.2014|Wonorejo
33.24.08.2015|Mororejo
33.24.09|Brangsong
33.24.09.2001|Tunggulsari
33.24.09.2002|Sumur
33.24.09.2003|Blorok
33.24.09.2004|Penjalin
33.24.09.2005|Kertomulyo
33.24.09.2006|Sidorejo
33.24.09.2007|Tosari
33.24.09.2008|Rejosari
33.24.09.2009|Turunrejo
33.24.09.2010|Purwokerto
33.24.09.2011|Brangsong
33.24.09.2012|Kebonadem
33.24.10|Pegandon
33.24.10.2001|Margomulyo
33.24.10.2002|Tegorejo
33.24.10.2003|Pesawahan
33.24.10.2004|Pekuncen
33.24.10.2005|Puguh
33.24.10.2006|Dawungsari
33.24.10.2007|Pucangrejo
33.24.10.2008|Gubugsari
33.24.10.2009|Pegandon
33.24.10.2010|Penanggulan
33.24.10.2011|Wonosari
33.24.10.2012|Karangmulyo
33.24.11|Gemuh
33.24.11.2001|Sedayu
33.24.11.2002|Pamriyan
33.24.11.2003|Jenarsari
33.24.11.2004|Poncorejo
33.24.11.2005|Gebang
33.24.11.2006|Krompaan
33.24.11.2007|Gemuhblanten
33.24.11.2008|Tamangede
33.24.11.2009|Lumansari
33.24.11.2010|Johorejo
33.24.11.2011|Tlahab
33.24.11.2012|Pucangrejo
33.24.11.2013|Sojomerto
33.24.11.2014|Triharjo
33.24.11.2015|Cepokomulyo
33.24.11.2016|Galih
33.24.12|Weleri
33.24.12.2001|Sidomukti
33.24.12.2002|Penyangkringan
33.24.12.2003|Bumiayu
33.24.12.2004|Manggungsari
33.24.12.2005|Sumberagung
33.24.12.2006|Ngasinan
33.24.12.2007|Weleri
33.24.12.2008|Nawangsari
33.24.12.2009|Karangdowo
33.24.12.2010|Penaruban
33.24.12.2011|Sambongsari
33.24.12.2012|Karanganom
33.24.12.2013|Payung
33.24.12.2014|Pucuksari
33.24.12.2015|Tratemulyo
33.24.12.2016|Montongsari
33.24.13|Cepiring
33.24.13.2001|Pandes
33.24.13.2002|Podosari
33.24.13.2003|Botomulyo
33.24.13.2004|Cepiring
33.24.13.2005|Damarsari
33.24.13.2006|Karangayu
33.24.13.2007|Karangsuno
33.24.13.2008|Gondang
33.24.13.2009|Sidomulyo
33.24.13.2010|Juwiring
33.24.13.2011|Kaliayu
33.24.13.2012|Kalirandugede
33.24.13.2013|Korowelangkulon
33.24.13.2014|Korowelanganyar
33.24.13.2015|Margorejo
33.24.14|Patebon
33.24.14.2001|Bulugede
33.24.14.2002|Margosari
33.24.14.2003|Donosari
33.24.14.2004|Lanji
33.24.14.2005|Tambakrejo
33.24.14.2006|Kebonharjo
33.24.14.2007|Purwokerto
33.24.14.2008|Jambearum
33.24.14.2009|Purwosari
33.24.14.2010|Sukolilan
33.24.14.2011|Bangunrejo
33.24.14.2012|Kumpulrejo
33.24.14.2013|Magersari
33.24.14.2014|Wonosari
33.24.14.2015|Pidodowetan
33.24.14.2016|Pidodokulon
33.24.14.2017|Bangunsari
33.24.14.2018|Kartikajaya
33.24.15|Kendal
33.24.15.1001|Candiroto
33.24.15.1002|Sukodono
33.24.15.1003|Jotang
33.24.15.1004|Trompo
33.24.15.1005|Ketapang
33.24.15.1006|Kebondalem
33.24.15.1007|Kalibutuwetan
33.24.15.1008|Sijeruk
33.24.15.1009|Tunggulrejo
33.24.15.1010|Jetis
33.24.15.1011|Bugangin
33.24.15.1012|Langenharjo
33.24.15.1013|Pekauman
33.24.15.1014|Patukangan
33.24.15.1015|Pegulon
33.24.15.1016|Banyutowo
33.24.15.1017|Karangsari
33.24.15.1018|Ngilir
33.24.15.1019|Bandengan
33.24.15.1020|Balok
33.24.16|Rowosari
33.24.16.2001|Wonotenggang
33.24.16.2002|Pojoksari
33.24.16.2003|Randusari
33.24.16.2004|Karangsari
33.24.16.2005|Parakan
33.24.16.2006|Tambaksari
33.24.16.2007|Jatipurwo
33.24.16.2008|Rowosari
33.24.16.2009|Tanjungsari
33.24.16.2010|Tanjunganom
33.24.16.2011|Sendangdawuhan
33.24.16.2012|Kebonsari
33.24.16.2013|Bulak
33.24.16.2014|Gebanganom
33.24.16.2015|Gempolsewu
33.24.16.2016|Sendangsikucing
33.24.17|Kangkung
33.24.17.2001|Truko
33.24.17.2002|Lebosari
33.24.17.2003|Kadilangu
33.24.17.2004|Gembonganomwetan
33.24.17.2005|Kaliyoso
33.24.17.2006|Sukodadi
33.24.17.2007|Sendangkulon
33.24.17.2008|Sendangdawung
33.24.17.2009|Laban
33.24.17.2010|Karangmalangwetan
33.24.17.2011|Jungsemi
33.24.17.2012|Kangkung
33.24.17.2013|Tanjungmojo
33.24.17.2014|Rejosari
33.24.17.2015|Kalirejo
33.24.18|Ringinarum
33.24.18.2001|Ngerjo
33.24.18.2002|Kedungsari
33.24.18.2003|Kedunggading
33.24.18.2004|Ringinarum
33.24.18.2005|Ngawensari
33.24.18.2006|Tejorejo
33.24.18.2007|Wungurejo
33.24.18.2008|Rowobranten
33.24.18.2009|Caruban
33.24.18.2010|Mojo
33.24.18.2011|Purworejo
33.24.18.2012|Pegerdawung
33.24.19|Ngampel
33.24.19.2001|Dempelrejo
33.24.19.2002|Putatgede
33.24.19.2003|Jatirejo
33.24.19.2004|Winong
33.24.19.2005|Rejosari
33.24.19.2006|Sumbersari
33.24.19.2007|Bojonggede
33.24.19.2008|Kebonagung
33.24.19.2009|Ngampel Kulon
33.24.19.2010|Ngampel Wetan
33.24.19.2011|Sudipayung
33.24.19.2012|Banyuurip
33.24.20|Kaliwungu Selatan
33.24.20.2001|Jeruk Giling
33.24.20.2002|Kedungsuren
33.24.20.2003|Darupono
33.24.20.2004|Protomulyo
33.24.20.2005|Magelung
33.24.20.2006|Plantaran
33.24.20.2007|Sukomulyo
33.24.20.2008|Sidomakmur
33.25|KAB. BATANG
33.25.01|Wonotunggal
33.25.01.2001|Silurah
33.25.01.2002|Sodong
33.25.01.2003|Gringgingsari
33.25.01.2004|Kedungmalang
33.25.01.2005|Sendang
33.25.01.2006|Wonotunggal
33.25.01.2007|Brokoh
33.25.01.2008|Wates
33.25.01.2009|Brayo
33.25.01.2010|Kemligi
33.25.01.2011|Sigayam
33.25.01.2012|Kreyo
33.25.01.2013|Siwatu
33.25.01.2014|Dringo
33.25.01.2015|Penangkan
33.25.02|Bandar
33.25.02.2001|Tombo
33.25.02.2002|Wonomerto
33.25.02.2003|Wonodadi
33.25.02.2004|Pesalakan
33.25.02.2005|Binangun
33.25.02.2006|Sidayu
33.25.02.2007|Toso
33.25.02.2010|Kluwih
33.25.02.2011|Wonokerto
33.25.02.2012|Bandar
33.25.02.2013|Tumbrep
33.25.02.2014|Tambahrejo
33.25.02.2015|Puncanggading
33.25.02.2016|Candi
33.25.02.2018|Wonosegoro
33.25.02.2019|Simpar
33.25.02.2020|Batiombo
33.25.03|Blado
33.25.03.2001|Gerlang
33.25.03.2002|Kalitengah
33.25.03.2003|Kembanglangit
33.25.03.2004|Gondang
33.25.03.2005|Bismo
33.25.03.2006|Keteleng
33.25.03.2007|Kalisari
33.25.03.2009|Besani
33.25.03.2010|Wonobodro
33.25.03.2011|Bawang
33.25.03.2012|Pesantren
33.25.03.2013|Kambangan
33.25.03.2014|Keputon
33.25.03.2015|Blado
33.25.03.2016|Cokro
33.25.03.2017|Selopajang Barat
33.25.03.2020|Kalipancur
33.25.03.2021|Selopajang Timur
33.25.04|Reban
33.25.04.2001|Pacet
33.25.04.2002|Mojotengah
33.25.04.2003|Cablikan
33.25.04.2004|Ngroto
33.25.04.2005|Ngadirejo
33.25.04.2006|Reban
33.25.04.2007|Tambakboyo
33.25.04.2008|Adinuso
33.25.04.2009|Kumesu
33.25.04.2010|Kepundung
33.25.04.2011|Padomasan
33.25.04.2012|Semampir
33.25.04.2013|Wonosobo
33.25.04.2014|Sojomerto
33.25.04.2015|Karanganyar
33.25.04.2016|Polodoro
33.25.04.2017|Kalisari
33.25.04.2018|Sukomangli
33.25.04.2019|Wonorojo
33.25.05|Bawang
33.25.05.2001|Pranten
33.25.05.2002|Deles
33.25.05.2003|Gunungsari
33.25.05.2004|Jambangan
33.25.05.2005|Kebaturan
33.25.05.2006|Kalirejo
33.25.05.2007|Sangubanyu
33.25.05.2008|Wonosari
33.25.05.2009|Jlamprang
33.25.05.2010|Bawang
33.25.05.2011|Candigugur
33.25.05.2012|Pangempon
33.25.05.2013|Sidoharjo
33.25.05.2014|Surjo
33.25.05.2015|Soka
33.25.05.2016|Sibebek
33.25.05.2017|Getas
33.25.05.2018|Pasusukan
33.25.05.2019|Candirejo
33.25.05.2020|Purbo
33.25.06|Tersono
33.25.06.2002|Sendang
33.25.06.2003|Banteng
33.25.06.2004|Sumurbanger
33.25.06.2005|Margosono
33.25.06.2006|Sidalang
33.25.06.2007|Plosowangi
33.25.06.2008|Wanar
33.25.06.2009|Gondo
33.25.06.2010|Rejosari Barat
33.25.06.2011|Boja
33.25.06.2012|Pujut
33.25.06.2013|Tersono
33.25.06.2014|Tanjungsari
33.25.06.2015|Kebumen
33.25.06.2016|Harjowinangun Barat
33.25.06.2017|Tegalombo
33.25.06.2020|Kranggan
33.25.06.2021|Satriyan
33.25.06.2022|Harjowinangun Timur
33.25.06.2023|Rejosari Timur
33.25.07|Gringsing
33.25.07.2005|Surodadi
33.25.07.2006|Sentul
33.25.07.2007|Plelen
33.25.07.2008|Kutosari
33.25.07.2009|Mentosari
33.25.07.2010|Gringsing
33.25.07.2011|Yosorejo
33.25.07.2012|Krengseng
33.25.07.2013|Sawangan
33.25.07.2014|Ketanggan
33.25.07.2015|Lebo
33.25.07.2016|Kebondalem
33.25.07.2017|Sidorejo
33.25.07.2018|Tedunan
33.25.07.2019|Madugowongjati
33.25.08|Limpung
33.25.08.2001|Ngaliyan
33.25.08.2002|Sukorejo
33.25.08.2003|Tembok
33.25.08.2004|Donorejo
33.25.08.2005|Sidomulyo
33.25.08.2006|Kalisalak
33.25.08.2007|Limpung
33.25.08.2008|Kepuh
33.25.08.2009|Sempu
33.25.08.2010|Babadan
33.25.08.2011|Plumbon
33.25.08.2012|Amongrogo
33.25.08.2013|Dlisen
33.25.08.2015|Rowosari
33.25.08.2016|Pungangan
33.25.08.2023|Lobang
33.25.08.2024|Wonokerso
33.25.09|Subah
33.25.09.2004|Menjangan
33.25.09.2005|Karangtengah
33.25.09.2006|Mangunharjo
33.25.09.2007|Tenggulangharjo
33.25.09.2008|Kalimanggis
33.25.09.2009|Keborangan
33.25.09.2010|Jatisari
33.25.09.2011|Subah
33.25.09.2012|Kumejing
33.25.09.2014|Durenombo
33.25.09.2019|Clapar
33.25.09.2020|Adinuso
33.25.09.2021|Sengon
33.25.09.2023|Gondang
33.25.09.2024|Kuripan
33.25.09.2025|Kemiri Barat
33.25.09.2026|Kemiri Timur
33.25.10|Tulis
33.25.10.2001|Wringingintung
33.25.10.2002|Sembojo
33.25.10.2003|Posong
33.25.10.2004|Kaliboyo
33.25.10.2005|Simbangdesa
33.25.10.2006|Beji
33.25.10.2007|Tulis
33.25.10.2017|Simbangjati
33.25.10.2018|Kedungsegog
33.25.10.2019|Kenconorejo
33.25.10.2020|Ponowareng
33.25.10.2024|Siberuk
33.25.10.2025|Kebumen
33.25.10.2026|Cluwuk
33.25.10.2027|Jrakahpayung
33.25.10.2028|Jolosekti
33.25.10.2029|Manggis
33.25.11|Batang
33.25.11.1013|Watesalit
33.25.11.1014|Proyonanggan Tengah
33.25.11.1015|Kauman
33.25.11.1016|Karangasem Utara
33.25.11.1017|Kasepuhan
33.25.11.1018|Sambong
33.25.11.1019|Proyonanggan Utara
33.25.11.1020|Proyonanggan Selatan
33.25.11.1021|Karangasem Selatan
33.25.11.2001|Rowobelang
33.25.11.2002|Cepokokuning
33.25.11.2003|Pasekaran
33.25.11.2004|Kalisalak
33.25.11.2005|Kecepak
33.25.11.2006|Klidang Wetan
33.25.11.2007|Klidang Lor
33.25.11.2008|Kalipucang Wetan
33.25.11.2009|Kalipucang Kulon
33.25.11.2010|Karanganyar
33.25.11.2011|Denasri Kulon
33.25.11.2012|Denasri Wetan
33.25.12|Warungasem
33.25.12.2001|Pandansari
33.25.12.2002|Kaliwareng
33.25.12.2003|Pejambon
33.25.12.2004|Sariglagah
33.25.12.2005|Pesaren
33.25.12.2006|Sidorejo
33.25.12.2007|Cepagan
33.25.12.2008|Masin
33.25.12.2009|Banjiran
33.25.12.2010|Warungasem
33.25.12.2011|Gapuro
33.25.12.2012|Kalibeluk
33.25.12.2013|Sawahjoho
33.25.12.2014|Candiareng
33.25.12.2015|Lebo
33.25.12.2016|Menguneng
33.25.12.2017|Terban
33.25.12.2018|Sijono
33.25.13|Kandeman
33.25.13.2001|Tegalsari
33.25.13.2002|Kandeman
33.25.13.2003|Bakalan
33.25.13.2004|Lawangaji
33.25.13.2005|Depok
33.25.13.2006|Tragung
33.25.13.2007|Cempereng
33.25.13.2008|Karanganom
33.25.13.2009|Wonokerso
33.25.13.2010|Ujungnegoro
33.25.13.2011|Karanggeneng
33.25.13.2012|Juragan
33.25.13.2013|Botolambat
33.25.14|Pecalungan
33.25.14.2001|Pecalungan
33.25.14.2002|Bandung
33.25.14.2003|Gombong
33.25.14.2004|Randu
33.25.14.2005|Siguci
33.25.14.2006|Pretek
33.25.14.2007|Selokarto
33.25.14.2008|Gemuh
33.25.14.2009|Gumawang
33.25.14.2010|Keniten
33.25.15|Banyuputih
33.25.15.2001|Banyuputih
33.25.15.2002|Kalibalik
33.25.15.2003|Sembung
33.25.15.2004|Kedawung
33.25.15.2005|Dlimas
33.25.15.2006|Luwung
33.25.15.2008|Penundan
33.25.15.2009|Banaran
33.25.15.2010|Timbang
33.25.15.2011|Bulu
33.25.15.2012|Kalangsono
33.26|KAB. PEKALONGAN
33.26.01|Kandangserang
33.26.01.2001|Klesem
33.26.01.2002|Bodas
33.26.01.2003|Sukoharjo
33.26.01.2004|Gembong
33.26.01.2005|Garungwiyoro
33.26.01.2006|Bojongkoneng
33.26.01.2007|Bubak
33.26.01.2008|Wangkelang
33.26.01.2009|Kandangserang
33.26.01.2010|Luragung
33.26.01.2011|Lambur
33.26.01.2012|Tajur
33.26.01.2013|Trajumas
33.26.01.2014|Karanggondang
33.26.02|Paninggaran
33.26.02.2001|Werdi
33.26.02.2002|Winduaji
33.26.02.2003|Krandegan
33.26.02.2004|Lumeneng
33.26.02.2005|Tangeran
33.26.02.2006|Kaliboja
33.26.02.2007|Kaliombo
33.26.02.2008|Botosari
33.26.02.2009|Sawangan
33.26.02.2010|Paninggaran
33.26.02.2011|Domiyang
33.26.02.2012|Notogiwang
33.26.02.2013|Lambanggelun
33.26.02.2014|Tenogo
33.26.02.2015|Bedagung
33.26.03|Lebakbarang
33.26.03.2001|Tembelangunung
33.26.03.2002|Pamutuh
33.26.03.2003|Depok
33.26.03.2004|Wonosido
33.26.03.2005|Timbangsari
33.26.03.2006|Sidomulyo
33.26.03.2007|Kutorembet
33.26.03.2008|Lebakbarang
33.26.03.2009|Kapundutan
33.26.03.2010|Bantarkulon
33.26.03.2011|Mendolo
33.26.04|Petungkriyono
33.26.04.2001|Simego
33.26.04.2002|Gumelem
33.26.04.2003|Tlogohendro
33.26.04.2004|Yosorejo
33.26.04.2005|Curugmuncar
33.26.04.2006|Songgodadi
33.26.04.2007|Tlogopakis
33.26.04.2008|Kasimpar
33.26.04.2009|Kayupuring
33.26.05|Talun
33.26.05.2001|Mesoyi
33.26.05.2002|Jolotigo
33.26.05.2003|Sengare
33.26.05.2004|Donowangun
33.26.05.2005|Talun
33.26.05.2006|Banjarsari
33.26.05.2007|Kalirejo
33.26.05.2008|Batursari
33.26.05.2009|Karangasem
33.26.05.2010|Krompeng
33.26.06|Doro
33.26.06.2001|Pungangan
33.26.06.2002|Sidoharjo
33.26.06.2003|Lemahabang
33.26.06.2004|Rogoselo
33.26.06.2005|Harjosari
33.26.06.2006|Larikan
33.26.06.2007|Sawangan
33.26.06.2008|Dororejo
33.26.06.2009|Randusari
33.26.06.2010|Kutosari
33.26.06.2011|Wringinagung
33.26.06.2012|Kalimojosari
33.26.06.2013|Bligorejo
33.26.06.2014|Doro
33.26.07|Karanganyar
33.26.07.2001|Gutomo
33.26.07.2002|Limbangan
33.26.07.2003|Karanggondang
33.26.07.2004|Lolong
33.26.07.2005|Pedawang
33.26.07.2006|Pododadi
33.26.07.2007|Legokalong
33.26.07.2008|Karangsari
33.26.07.2009|Kulu
33.26.07.2010|Banjarejo
33.26.07.2011|Wonosari
33.26.07.2012|Sokosari
33.26.07.2013|Sidomukti
33.26.07.2014|Kayugeritan
33.26.07.2015|Kutosari
33.26.08|Kajen
33.26.08.1016|Kajen
33.26.08.2001|Tambakroto
33.26.08.2002|Kutorojo
33.26.08.2003|Linggoasri
33.26.08.2004|Brengkolang
33.26.08.2005|Pringsurat
33.26.08.2006|Sukoyoso
33.26.08.2007|Sinangohprendeng
33.26.08.2008|Kajongan
33.26.08.2009|Pekiringanageng
33.26.08.2010|Gandarum
33.26.08.2011|Sabarwangi
33.26.08.2012|Kalijoyo
33.26.08.2013|Wonorejo
33.26.08.2014|Pekiringanalit
33.26.08.2015|Kutorejo
33.26.08.2017|Nyamok
33.26.08.2018|Tanjungkulon
33.26.08.2019|Tanjungsari
33.26.08.2020|Gejlig
33.26.08.2021|Kebonagung
33.26.08.2022|Sangkanjoyo
33.26.08.2023|Salit
33.26.08.2024|Sambiroto
33.26.08.2025|Rowolaku
33.26.09|Kesesi
33.26.09.2001|Windurojo
33.26.09.2002|Ujungnegoro
33.26.09.2003|Brondong
33.26.09.2004|Podosari
33.26.09.2005|Langensari
33.26.09.2006|Jagung
33.26.09.2007|Kwasen
33.26.09.2008|Karyomukti
33.26.09.2009|Kesesi
33.26.09.2010|Srinahan
33.26.09.2011|Kaibahan
33.26.09.2012|Karangrejo
33.26.09.2013|Watugajah
33.26.09.2014|Watupayung
33.26.09.2015|Krandon
33.26.09.2016|Ponolawen
33.26.09.2017|Kalimade
33.26.09.2018|Sidomulyo
33.26.09.2019|Sidosari
33.26.09.2020|Mulyorejo
33.26.09.2021|Pantirejo
33.26.09.2022|Kwigaran
33.26.09.2023|Sukorejo
33.26.10|Sragi
33.26.10.1017|Sragi
33.26.10.2001|Ketanonageng
33.26.10.2002|Mrican
33.26.10.2003|Bulaksari
33.26.10.2004|Sumubkidul
33.26.10.2005|Kalijambe
33.26.10.2006|Sumublor
33.26.10.2007|Krsakageng
33.26.10.2008|Sijeruk
33.26.10.2009|Tegalsuruh
33.26.10.2010|Bulakpelem
33.26.10.2011|Gebangkerep
33.26.10.2012|Porworejo
33.26.10.2013|Kedungjaran
33.26.10.2014|Klunjukan
33.26.10.2015|Tegalontar
33.26.10.2016|Purwodadi
33.26.11|Bojong
33.26.11.2001|Bukur
33.26.11.2002|Kalipancur
33.26.11.2003|Sumurjomblangbogo
33.26.11.2004|Pantianom
33.26.11.2005|Randumuktiwaren
33.26.11.2006|Legokclile
33.26.11.2007|Bojongwetan
33.26.11.2008|Duwet
33.26.11.2009|Wangandowo
33.26.11.2010|Ketitangkidul
33.26.11.2011|Menjangan
33.26.11.2012|Ketitanglor
33.26.11.2013|Rejosari
33.26.11.2014|Bojonglor
33.26.11.2015|Bojongminggir
33.26.11.2016|Wiroditan
33.26.11.2017|Kemasan
33.26.11.2018|Jajarwayang
33.26.11.2019|Babalanlor
33.26.11.2020|Babalankidul
33.26.11.2021|Karagsari
33.26.11.2022|Sembungjambu
33.26.12|Wonopringgo
33.26.12.2001|Jetakkidul
33.26.12.2002|Sastrodirjan
33.26.12.2003|Legokgunung
33.26.12.2004|Galangpengampon
33.26.12.2005|Kwagean
33.26.12.2006|Getas
33.26.12.2007|Rowokembu
33.26.12.2008|Wonopringgo
33.26.12.2009|Sampih
33.26.12.2010|Wonorejo
33.26.12.2011|Gondang
33.26.12.2012|Jetaklengkong
33.26.12.2013|Pengadentengah
33.26.12.2014|Surobayan
33.26.13|Kedungwuni
33.26.13.1013|Pekajangan
33.26.13.1019|Kedungwuni Timur
33.26.13.1020|Kedungwuni Barat
33.26.13.2001|Kedungpatangewu
33.26.13.2002|Pakisputih
33.26.13.2003|Rowocacing
33.26.13.2004|Langkap
33.26.13.2005|Tosaran
33.26.13.2006|Pajomblangan
33.26.13.2007|Proto
33.26.13.2008|Kwayangan
33.26.13.2010|Podo
33.26.13.2011|Salakbrojo
33.26.13.2012|Ambokembang
33.26.13.2014|Tangkiltengah
33.26.13.2015|Karangdowo
33.26.13.2016|Bugangan
33.26.13.2017|Rengas
33.26.13.2018|Tangkilkulon
33.26.14|Buaran
33.26.14.1002|Sapugarut
33.26.14.1004|Bligo
33.26.14.1008|Simbangkulon
33.26.14.2001|Coprayan
33.26.14.2003|Wonoyoso
33.26.14.2005|Pakumbulan
33.26.14.2006|Watusalam
33.26.14.2007|Simbangwetan
33.26.14.2009|Kertijayan
33.26.14.2010|Paweden
33.26.15|Tirto
33.26.15.2001|Wuled
33.26.15.2002|Ngalian
33.26.15.2003|Pandanarum
33.26.15.2004|Karanganyar
33.26.15.2005|Silirejo
33.26.15.2006|Pucung
33.26.15.2007|Sidorejo
33.26.15.2008|Samborejo
33.26.15.2009|Tanjung
33.26.15.2010|Pacar
33.26.15.2011|Dadirejo
33.26.15.2012|Karangjompo
33.26.15.2013|Tegaldowo
33.26.15.2014|Mulyorejo
33.26.15.2015|Jeruksari
33.26.15.2016|Curug
33.26.16|Wiradesa
33.26.16.1010|Gumawang
33.26.16.1011|Kepatihan
33.26.16.1012|Mayangan
33.26.16.1013|Pekuncen
33.26.16.1014|Bener
33.26.16.2001|Kadipaten
33.26.16.2002|Delegtukang
33.26.16.2003|Karangjati
33.26.16.2004|Petukangan
33.26.16.2005|Wiradesa
33.26.16.2006|Warukidul
33.26.16.2007|Bondansari
33.26.16.2008|Warulor
33.26.16.2009|Kampil
33.26.16.2015|Kemplong
33.26.16.2016|Kauman
33.26.17|Siwalan
33.26.17.2001|Mejasem
33.26.17.2002|Wonosari
33.26.17.2003|Tengengkulon
33.26.17.2004|Tunjungsari
33.26.17.2005|Pait
33.26.17.2006|Tengengwetan
33.26.17.2007|Rembun
33.26.17.2008|Yosorejo
33.26.17.2009|Siwalan
33.26.17.2010|Boyoteluk
33.26.17.2011|Depok
33.26.17.2012|Blacanan
33.26.17.2013|Blimbingwuluh
33.26.18|Karangdadap
33.26.18.2001|Logandeng
33.26.18.2002|Jrebengkembang
33.26.18.2003|Pagumenganmas
33.26.18.2004|Kedungkebo
33.26.18.2005|Kaligawe
33.26.18.2006|Karangdadap
33.26.18.2007|Kalilembu
33.26.18.2008|Pangkah
33.26.18.2009|Kebonrowopucang
33.26.18.2010|Kebonsari
33.26.18.2011|Pegandon
33.26.19|Wonokerto
33.26.19.2001|Pesanggrahan
33.26.19.2002|Sijambe
33.26.19.2003|Bebel
33.26.19.2006|Werdi
33.26.19.2007|Rowoyoso
33.26.19.2008|Semut
33.26.19.2009|Tratebang
33.26.19.2010|Wonokertokulon
33.26.19.2011|Wonokertowetan
33.26.19.2012|Api-Api
33.26.19.2013|Pecakaran
33.27|KAB. PEMALANG
33.27.01|Moga
33.27.01.2001|Plakaran
33.27.01.2002|Mandiraja
33.27.01.2003|Walangsanga
33.27.01.2004|Sima
33.27.01.2005|Moga
33.27.01.2006|Banyumudal
33.27.01.2007|Wangkelang
33.27.01.2008|Kebanggan
33.27.01.2009|Pepedan
33.27.01.2010|Gendoang
33.27.02|Pulosari
33.27.02.2001|Clekatakan
33.27.02.2002|Batursari
33.27.02.2003|Penakir
33.27.02.2004|Gunungsari
33.27.02.2005|Jurangmangu
33.27.02.2006|Gambuhan
33.27.02.2007|Karangsari
33.27.02.2008|Nyalembeng
33.27.02.2009|Pulosari
33.27.02.2010|Pagenteran
33.27.02.2011|Siremeng
33.27.02.2012|Cikendung
33.27.03|Belik
33.27.03.2001|Gombong
33.27.03.2002|Belik
33.27.03.2003|Gunungtiga
33.27.03.2004|Kuta
33.27.03.2005|Badak
33.27.03.2006|Gunungjaya
33.27.03.2007|Simpur
33.27.03.2008|Mendelem
33.27.03.2009|Beluk
33.27.03.2010|Bulakan
33.27.03.2011|Sikasur
33.27.03.2012|Kalisaleh
33.27.04|Watukumpul
33.27.04.2001|Tlagasana
33.27.04.2002|Tundagan
33.27.04.2003|Bongas
33.27.04.2004|Cikadu
33.27.04.2005|Cawet
33.27.04.2006|Medayu
33.27.04.2007|Pagelaran
33.27.04.2008|Bodas
33.27.04.2009|Jojogan
33.27.04.2010|Majalangu
33.27.04.2011|Tambi
33.27.04.2012|Watukumpul
33.27.04.2013|Gapura
33.27.04.2014|Majakerta
33.27.04.2015|Wisnu
33.27.05|Bodeh
33.27.05.2001|Longkeyang
33.27.05.2002|Jatingarang
33.27.05.2003|Gunungbatu
33.27.05.2004|Pasir
33.27.05.2005|Kwasen
33.27.05.2006|Jatiroyom
33.27.05.2007|Parunggalih
33.27.05.2008|Payung
33.27.05.2009|Cangak
33.27.05.2010|Kebandungan
