35|JAWA TIMUR
35.16.15|Kemlagi
35.16.15.2001|Watesprojo
35.16.15.2002|Betro
35.16.15.2003|Kedungsari
35.16.15.2004|Mojojajar
35.16.15.2005|Beratkulon
35.16.15.2006|Mojosarirejo
35.16.15.2007|Mojowiryo
35.16.15.2008|Mojowatesrejo
35.16.15.2009|Mojogebang
35.16.15.2010|Mojopilang
35.16.15.2011|Mojokusumo
35.16.15.2012|Japanan
35.16.15.2013|Mojokumpul
35.16.15.2014|Tanjungan
35.16.15.2015|Mojorejo
35.16.15.2016|Mojodadi
35.16.15.2017|Kemlagi
35.16.15.2018|Mojowono
35.16.15.2019|Pandankrajan
35.16.15.2020|Mojodowo
35.16.16|Jetis
35.16.16.2001|Mlirip
35.16.16.2002|Penompo
35.16.16.2003|Canggu
35.16.16.2004|Ngabar
35.16.16.2005|Banjarsari
35.16.16.2006|Sawo
35.16.16.2007|Mojorejo
35.16.16.2008|Jolotundo
35.16.16.2009|Kupang
35.16.16.2010|Bendung
35.16.16.2011|Mojolebak
35.16.16.2012|Parengan
35.16.16.2013|Jetis
35.16.16.2014|Perning
35.16.16.2015|Sidorejo
35.16.16.2016|Lakardowo
35.16.17|Dawarblandong
35.16.17.2001|Cendoro
35.16.17.2002|Simongagrok
35.16.17.2003|Sumberwuluh
35.16.17.2004|Talunblandong
35.16.17.2005|Cinandang
35.16.17.2006|Gunungsari
35.16.17.2007|Dawarblandong
35.16.17.2008|Pulorejo
35.16.17.2009|Jatirowo
35.16.17.2010|Suru
35.16.17.2011|Bangeran
35.16.17.2012|Pucuk
35.16.17.2013|Banyulegi
35.16.17.2014|Gunungan
35.16.17.2015|Brayublandong
35.16.17.2016|Madureso
35.16.17.2017|Temuireng
35.16.17.2018|Randegan
35.16.18|Mojoanyar
35.16.18.2001|Sadartengah
35.16.18.2002|Lengkong
35.16.18.2003|Kepuhanyar
35.16.18.2004|Sumberjati
35.16.18.2005|Gebangmalang
35.16.18.2006|Jabon
35.16.18.2007|Kenanten
35.16.18.2008|Ngarjo
35.16.18.2009|Wunut
35.16.18.2010|Kwedenkembar
35.16.18.2011|Jumeneng
35.16.18.2012|Kwatu
35.17|KAB. JOMBANG
35.17.01|Perak
35.17.01.2001|Jantiganggong
35.17.01.2002|Kepuhkajang
35.17.01.2003|Sumberagung
35.17.01.2004|Pagerwojo
35.17.01.2005|Perak
35.17.01.2006|Sembung
35.17.01.2007|Glagahan
35.17.01.2008|Kalangsemanding
35.17.01.2009|Gadingmangu
35.17.01.2010|Plosogenuk
35.17.01.2011|Sukorejo
35.17.01.2012|Temuwulan
35.17.01.2013|Cangkringrandu
35.17.02|Gudo
35.17.02.2001|Pucangro
35.17.02.2002|Kedungturi
35.17.02.2003|Japanan
35.17.02.2004|Blimbing
35.17.02.2005|Mentaos
35.17.02.2006|Sukoiber
35.17.02.2007|Sukopinggir
35.17.02.2008|Bugasur Kedaleman
35.17.02.2009|Gudo
35.17.02.2010|Pesanggrahan
35.17.02.2011|Wangkalkepuh
35.17.02.2012|Krembangan
35.17.02.2013|Sepanyul
35.17.02.2014|Godong
35.17.02.2015|Mejoyolosari
35.17.02.2016|Plumbon Gambang
35.17.02.2017|Gempollegundi
35.17.02.2018|Tanggungan
35.17.03|Ngoro
35.17.03.2001|Jombok
35.17.03.2002|Genukwatu
35.17.03.2003|Rejoagung
35.17.03.2004|Kauman
35.17.03.2005|Ngoro
35.17.03.2006|Badang
35.17.03.2007|Pulorejo
35.17.03.2008|Banyuarang
35.17.03.2009|Sidowarek
35.17.03.2010|Gajah
35.17.03.2011|Kesamben
35.17.03.2012|Kertorejo
35.17.03.2013|Sugihwaras
35.17.04|Bareng
35.17.04.2001|Kebondalem
35.17.04.2002|Mundusewu
35.17.04.2003|Pakel
35.17.04.2004|Karangan
35.17.04.2005|Ngampungan
35.17.04.2006|Jenisgelaran
35.17.04.2007|Bareng
35.17.04.2008|Tebel
35.17.04.2009|Mojotengah
35.17.04.2010|Banjaragung
35.17.04.2011|Nglebak
35.17.04.2012|Ngrimbi
35.17.04.2013|Pulosari
35.17.05|Wonosalam
35.17.05.2001|Galengdowo
35.17.05.2002|Wonomerto
35.17.05.2003|Jarak
35.17.05.2004|Sambirejo
35.17.05.2005|Wonosalam
35.17.05.2006|Carangwulung
35.17.05.2007|Wonokerto
35.17.05.2008|Sumberjo
35.17.05.2009|Panglungan
35.17.06|Mojoagung
35.17.06.2001|Kedunglumpang
35.17.06.2002|Dukuhmojo
35.17.06.2003|Karangwinongan
35.17.06.2004|Kademangan
35.17.06.2005|Janti
35.17.06.2006|Tejo
35.17.06.2007|Gambiran
35.17.06.2008|Kauman
35.17.06.2009|Mojotrisno
35.17.06.2010|Tanggalrejo
35.17.06.2011|Dukuhdimoro
35.17.06.2012|Miagan
35.17.06.2013|Mancilan
35.17.06.2014|Betek
35.17.06.2015|Karobelah
35.17.06.2016|Murukan
35.17.06.2017|Johowinong
35.17.06.2018|Seketi
35.17.07|Mojowarno
35.17.07.2001|Kedungpari
35.17.07.2002|Karanglo
35.17.07.2003|Latsari
35.17.07.2004|Mojowarno
35.17.07.2005|Penggaron
35.17.07.2006|Mojoduwur
35.17.07.2007|Mojowangi
35.17.07.2008|Gondek
35.17.07.2009|Gedangan
35.17.07.2010|Mojojejer
35.17.07.2011|Japanan
35.17.07.2012|Menganto
35.17.07.2013|Grobogan
35.17.07.2014|Rejoslamet
35.17.07.2015|Selorejo
35.17.07.2016|Sidokerto
35.17.07.2017|Sukomulyo
35.17.07.2018|Catakgayam
35.17.07.2019|Wringinpitu
35.17.08|Diwek
35.17.08.2001|Kayangan
35.17.08.2002|Puton
35.17.08.2003|Bendet
35.17.08.2004|Bulurejo
35.17.08.2005|Grogol
35.17.08.2006|Jatirejo
35.17.08.2007|Cukir
35.17.08.2008|Kwaron
35.17.08.2009|Watugaluh
35.17.08.2010|Pundong
35.17.08.2011|Diwek
35.17.08.2012|Bandung
35.17.08.2013|Kedawong
35.17.08.2014|Ngudirejo
35.17.08.2015|Ceweng
35.17.08.2016|Balongbesuk
35.17.08.2017|Pandanwangi
35.17.08.2018|Brambang
35.17.08.2019|Jatipelem
35.17.08.2020|Keras
35.17.09|Jombang
35.17.09.1002|Jombatan
35.17.09.1004|Kaliwungu
35.17.09.1005|Jelakombo
35.17.09.1006|Kepanjen
35.17.09.2001|Mojongapit
35.17.09.2003|Plandi
35.17.09.2007|Kepatihan
35.17.09.2008|Pulolor
35.17.09.2009|Sengon
35.17.09.2010|Tunggorono
35.17.09.2011|Denanyar
35.17.09.2012|Jombang
35.17.09.2013|Candimulyo
35.17.09.2014|Tambakrejo
35.17.09.2015|Banjardowo
35.17.09.2016|Sambongdukuh
35.17.09.2017|Dapurkejambon
35.17.09.2018|Jabon
35.17.09.2019|Plosogeneng
35.17.09.2020|Sumberjo
35.17.10|Peterongan
35.17.10.2001|Peterongan
35.17.10.2002|Keplaksari
35.17.10.2003|Kepuhkembeng
35.17.10.2004|Mancar
35.17.10.2005|Tugusumberjo
35.17.10.2006|Morosunggingan
35.17.10.2007|Kebontemu
35.17.10.2008|Dukuhklopo
35.17.10.2009|Tanjunggunung
35.17.10.2010|Bongkot
35.17.10.2011|Senden
35.17.10.2012|Ngrandulor
35.17.10.2013|Tengaran
35.17.10.2014|Sumberagung
35.17.11|Sumobito
35.17.11.2001|Plosokerep
35.17.11.2002|Jogoloyo
35.17.11.2003|Palrejo
35.17.11.2004|Plemahan
35.17.11.2005|Brudu
35.17.11.2006|Badas
35.17.11.2007|Nglele
35.17.11.2008|Trawasan
35.17.11.2009|Sebani
35.17.11.2010|Mlaras
35.17.11.2011|Segodorejo
35.17.11.2012|Kedung Papar
35.17.11.2013|Sumobito
35.17.11.2014|Curahmalang
35.17.11.2015|Budugsidorejo
35.17.11.2016|Kendalsari
35.17.11.2017|Talunkidul
35.17.11.2018|Madiopuro
35.17.11.2019|Bakalan
35.17.11.2020|Gedangan
35.17.11.2021|Mentoro
35.17.12|Kesamben
35.17.12.2001|Kedungbetik
35.17.12.2002|Kedungmlati
35.17.12.2003|Watudakon
35.17.12.2004|Carangrejo
35.17.12.2005|Jombok
35.17.12.2006|Blimbing
35.17.12.2007|Wuluh
35.17.12.2008|Pojokrejo
35.17.12.2009|Kesamben
35.17.12.2010|Podoroto
35.17.12.2011|Jombatan
35.17.12.2012|Pojokkulon
35.17.12.2013|Gumulan
35.17.12.2014|Jatiduwur
35.17.13|Tembelang
35.17.13.2001|Mojokrapak
35.17.13.2002|Pesantren
35.17.13.2003|Tampingmojo
35.17.13.2004|Kalikejambon
35.17.13.2005|Kedunglosari
35.17.13.2006|Kedungotok
35.17.13.2007|Tembelang
35.17.13.2008|Sentul
35.17.13.2009|Gabusbanaran
35.17.13.2010|Pulorejo
35.17.13.2011|Rejosopinggir
35.17.13.2012|Jatiwates
35.17.13.2013|Kepuhdoko
35.17.13.2014|Pulogedang
35.17.13.2015|Bedahlawak
35.17.14|Ploso
35.17.14.2001|Tanggungkramat
35.17.14.2002|Rejoagung
35.17.14.2003|Losari
35.17.14.2004|Ploso
35.17.14.2005|Jatigedong
35.17.14.2006|Daditunggal
35.17.14.2007|Gedungombo
35.17.14.2008|Jatibanjar
35.17.14.2009|Pagertanjung
35.17.14.2010|Pandanblole
35.17.14.2011|Kedungdowo
35.17.14.2012|Kebonagung
35.17.14.2013|Bawangan
35.17.15|Plandaan
35.17.15.2001|Klitih
35.17.15.2002|Plabuhan
35.17.15.2003|Kampungbaru
35.17.15.2004|Gebangbunder
35.17.15.2005|Jatimlerek
35.17.15.2006|Karangmojo
35.17.15.2007|Plandaan
35.17.15.2008|Bangsri
35.17.15.2009|Purisemanding
35.17.15.2010|Tondowulan
35.17.15.2011|Darurejo
35.17.15.2012|Sumberjo
35.17.15.2013|Jiporapah
35.17.16|Kabuh
35.17.16.2001|Marmoyo
35.17.16.2002|Tanjungwadung
35.17.16.2003|Mangunan
35.17.16.2004|Kabuh
35.17.16.2005|Kedungjati
35.17.16.2006|Banjardowo
35.17.16.2007|Karangpakis
35.17.16.2008|Sumberingin
35.17.16.2009|Sumbergondang
35.17.16.2010|Kauman
35.17.16.2011|Munungkerep
35.17.16.2012|Genenganjasem
35.17.16.2013|Manduro
35.17.16.2014|Sukodadi
35.17.16.2015|Pengampon
35.17.16.2016|Sumberaji
35.17.17|Kudu
35.17.17.2001|Sidokaton
35.17.17.2002|Tapen
35.17.17.2003|Bakalanrayung
35.17.17.2004|Randuwatang
35.17.17.2005|Sumberteguh
35.17.17.2006|Menturus
35.17.17.2007|Kudubanjar
35.17.17.2008|Made
35.17.17.2009|Kepuhrejo
35.17.17.2010|Bendungan
35.17.17.2011|Katemas
35.17.18|Bandarkedungmulyo
35.17.18.2001|Bandarkedungmulyo
35.17.18.2002|Mojokambang
35.17.18.2003|Barongsawahan
35.17.18.2004|Kayen
35.17.18.2005|Gondangmanis
35.17.18.2006|Brodot
35.17.18.2007|Pucangsimo
35.17.18.2008|Banjarsari
35.17.18.2009|Brangkal
35.17.18.2010|Karangdagangan
35.17.18.2011|Tinggar
35.17.19|Jogoroto
35.17.19.2001|Jogoroto
35.17.19.2002|Jarakkulon
35.17.19.2003|Alang-alang Caruban
35.17.19.2004|Sukosari
35.17.19.2005|Sawiji
35.17.19.2006|Mayangan
35.17.19.2007|Sumbermulyo
35.17.19.2008|Ngumpul
35.17.19.2009|Tambar
35.17.19.2010|Janti
35.17.19.2011|Sambirejo
35.17.20|Megaluh
35.17.20.2001|Turipinggir
35.17.20.2002|Gongseng
35.17.20.2003|Megaluh
35.17.20.2004|Sudimoro
35.17.20.2005|Balongsari
35.17.20.2006|Sumbersari
35.17.20.2007|Ngogri
35.17.20.2008|Sidomulyo
35.17.20.2009|Balonggemek
35.17.20.2010|Dukuharum
35.17.20.2011|Sumberagung
35.17.20.2012|Pacarpeluk
35.17.20.2013|Kedungrejo
35.17.21|Ngusikan
35.17.21.2001|Ketapangkuning
35.17.21.2002|Keboan
35.17.21.2003|Kedungbogo
35.17.21.2004|Ngusikan
35.17.21.2005|Sumbernongko
35.17.21.2006|Cupak
35.17.21.2007|Manunggal
35.17.21.2008|Ngampel
35.17.21.2009|Mojodanu
35.17.21.2010|Kromong
35.17.21.2011|Asemgede
35.18|KAB. NGANJUK
35.18.01|Sawahan
35.18.01.2001|Bendolo
35.18.01.2002|Sawahan
35.18.01.2003|Ngliman
35.18.01.2004|Bareng
35.18.01.2005|Sidorejo
35.18.01.2006|Duren
35.18.01.2007|Siwalan
35.18.01.2008|Margopatut
35.18.01.2009|Kebonagung
35.18.02|Ngetos
35.18.02.2001|Kuncir
35.18.02.2002|Kepel
35.18.02.2003|Suru
35.18.02.2004|Ngetos
35.18.02.2005|Klodan
35.18.02.2006|Mojoduwur
35.18.02.2007|Kweden
35.18.02.2008|Blongko
35.18.02.2009|Oro-oro Ombo
35.18.03|Berbek
35.18.03.2001|Salamrojo
35.18.03.2002|Cepoko
35.18.03.2003|Maguan
35.18.03.2004|Semare
35.18.03.2005|Berbek
35.18.03.2006|Mlilir
35.18.03.2007|Bendungrejo
35.18.03.2008|Sengkut
35.18.03.2009|Ngrawan
35.18.03.2010|Sumberwindu
35.18.03.2011|Kacangan
35.18.03.2012|Sendangbumen
35.18.03.2013|Patranrejo
35.18.03.2014|Sumberurip
35.18.03.2015|Bulu
35.18.03.2016|Grojogan
35.18.03.2017|Tiripan
35.18.03.2018|Balongrejo
35.18.03.2019|Sonopatik
35.18.04|Loceret
35.18.04.2001|Tanjungrejo
35.18.04.2002|Sombron
35.18.04.2003|Genjeng
35.18.04.2004|Karangsono
35.18.04.2005|Ngepeh
35.18.04.2006|Godean
35.18.04.2007|Patihan
35.18.04.2008|Mungkung
35.18.04.2009|Sekaran
35.18.04.2010|Loceret
35.18.04.2011|Jatirejo
35.18.04.2012|Tempel Wetan
35.18.04.2013|Tekenglagahan
35.18.04.2014|Gejagan
35.18.04.2015|Candirejo
35.18.04.2016|Sukorejo
35.18.04.2017|Kwagean
35.18.04.2018|Kenep
35.18.04.2019|Putukrejo
35.18.04.2020|Nglaban
35.18.04.2021|Macanan
35.18.04.2022|Bajulan
35.18.05|Pace
35.18.05.2001|Jampes
35.18.05.2002|Mlandangan
35.18.05.2003|Gondang
35.18.05.2004|Jatigreges
35.18.05.2005|Joho
35.18.05.2006|Sanan
35.18.05.2007|Pacekulon
35.18.05.2008|Cerme
35.18.05.2009|Babadan
35.18.05.2010|Batembat
35.18.05.2011|Banaran
35.18.05.2012|Bodor
35.18.05.2013|Pace Wetan
35.18.05.2014|Jetis
35.18.05.2015|Gemenggeng
35.18.05.2016|Kecubung
35.18.05.2017|Plosoharjo
35.18.05.2018|Kepanjen
35.18.06|Prambon
35.18.06.2001|Gondanglegi
35.18.06.2002|Singkalanyar
35.18.06.2003|Mojoagung
35.18.06.2004|Bandung
35.18.06.2005|Nglawak
35.18.06.2006|Baleturi
35.18.06.2007|Tegaron
35.18.06.2008|Tanjungtani
35.18.06.2009|Sanggrahan
35.18.06.2010|Rowoharjo
35.18.06.2011|Sugihwaras
35.18.06.2012|Watudandang
35.18.06.2013|Sono Ageng
35.18.06.2014|Kurungrejo
35.18.07|Ngronggot
35.18.07.2001|Cengkok
35.18.07.2002|Tanjungkalang
35.18.07.2003|Juwet
35.18.07.2004|Kelutan
35.18.07.2005|Ngronggot
35.18.07.2006|Mojokendil
35.18.07.2007|Betet
35.18.07.2008|Kaloran
35.18.07.2009|Banjarsari
35.18.07.2010|Dadapan
35.18.07.2011|Trayang
35.18.07.2012|Kalianyar
35.18.07.2013|Klurahan
35.18.08|Kertosono
35.18.08.1011|Banaran
35.18.08.2001|Drenges
35.18.08.2002|Yuwono
35.18.08.2003|Bangsri
35.18.08.2004|Kalianyar
35.18.08.2005|Tanjung
35.18.08.2006|Nglawak
35.18.08.2007|Kepuh
35.18.08.2008|Tembarak
35.18.08.2009|Pelem
35.18.08.2010|Kutorejo
35.18.08.2012|Lambangkuning
35.18.08.2013|Pandantoyo
35.18.08.2014|Kudu
35.18.09|Patianrowo
35.18.09.2001|Bukur
35.18.09.2002|Babadan
35.18.09.2003|Ngepung
35.18.09.2004|Pisang
35.18.09.2005|Lestari
35.18.09.2006|Pecuk
35.18.09.2007|Patianrowo
35.18.09.2008|Pakuncen
35.18.09.2009|Rowomarto
35.18.09.2010|Ngrombot
35.18.09.2011|Tirtobinangun
35.18.10|Baron
35.18.10.2001|Sambiroto
35.18.10.2002|Gebangkerep
35.18.10.2003|Baron
35.18.10.2004|Waung
35.18.10.2005|Kemlokolegi
35.18.10.2006|Kemaduh
35.18.10.2007|Garu
35.18.10.2008|Jekek
35.18.10.2009|Katerban
35.18.10.2010|Mabung
35.18.10.2011|Jambi
35.18.11|Tanjunganom
35.18.11.1011|Tanjunganom
35.18.11.1013|Warujayeng
35.18.11.2001|Kedungombo
35.18.11.2002|Sumberkepuh
35.18.11.2003|Wates
35.18.11.2004|Malangsari
35.18.11.2005|Getas
35.18.11.2006|Sonobekel
35.18.11.2007|Ngadirejo
35.18.11.2008|Banjaranyar
35.18.11.2009|Sidoharjo
35.18.11.2010|Kampungbaru
35.18.11.2012|Jogomerto
35.18.11.2014|Kedungrejo
35.18.11.2015|Sambirejo
35.18.11.2016|Demangan
35.18.12|Sukomoro
35.18.12.1002|Kapas
35.18.12.1007|Sokomoro
35.18.12.2001|Sumengko
35.18.12.2003|Blitaran
35.18.12.2004|Kedungsoko
35.18.12.2005|Ngludo
35.18.12.2006|Bungur
35.18.12.2008|Pehserut
35.18.12.2009|Ngrami
35.18.12.2010|Bagor Wetan
35.18.12.2011|Putren
35.18.12.2012|Ngrengket
35.18.13|Nganjuk
35.18.13.1001|Jatirejo
35.18.13.1002|Ploso
35.18.13.1003|Payaman
35.18.13.1004|Kramat
35.18.13.1005|Ganung Kidul
35.18.13.1006|Werungotok
35.18.13.1007|Mangundikaran
35.18.13.1008|Kauman
35.18.13.1009|Kartoharjo
35.18.13.1010|Cangkriman
35.18.13.1011|Bogo
35.18.13.1012|Ringinanom
35.18.13.1013|Begadung
35.18.13.2014|Kedungdowo
35.18.13.2015|Balongpacul
35.18.14|Bagor
35.18.14.1014|Guyangan
35.18.14.1015|Kedondong
35.18.14.2001|Balongrejo
35.18.14.2002|Girirejo
35.18.14.2003|Pesudukuh
35.18.14.2004|Sekarputih
35.18.14.2005|Buduran
35.18.14.2006|Ngumpul
35.18.14.2007|Bagor Kulon
35.18.14.2008|Petak
35.18.14.2009|Paron
35.18.14.2010|Karang Tengah
35.18.14.2011|Selorejo
35.18.14.2012|Gandu
35.18.14.2013|Kerepkidul
35.18.14.2016|Kutorejo
35.18.14.2017|Sugihwaras
35.18.14.2018|Gemenggeng
35.18.14.2019|Kendalrejo
35.18.14.2020|Banaran Kulon
35.18.14.2021|Banaran Wetan
35.18.15|Wilangan
35.18.15.2001|Sudimoroharjo
35.18.15.2002|Wilangan
35.18.15.2003|Ngadipiro
35.18.15.2004|Mancon
35.18.15.2005|Ngudikan
35.18.15.2006|Sokoharjo
35.18.16|Rejoso
35.18.16.2001|Gempol
35.18.16.2002|Mungkung
35.18.16.2003|Setren
35.18.16.2004|Sukorejo
35.18.16.2005|Sidokare
35.18.16.2006|Mojorembun
35.18.16.2007|Ngadiboyo
35.18.16.2008|Rejoso
35.18.16.2009|Klagen
35.18.16.2010|Jatirejo
35.18.16.2011|Mlorah
35.18.16.2012|Puhkerep
35.18.16.2013|Talun
35.18.16.2014|Ngangkatan
35.18.16.2015|Talang
35.18.16.2016|Banjarejo
35.18.16.2017|Sambikerep
35.18.16.2018|Musir Lor
35.18.16.2019|Musir Kidul
35.18.16.2020|Wengkal
35.18.16.2021|Jintel
35.18.16.2022|Kedungpadang
35.18.16.2023|Tritik
35.18.16.2024|Bendoasri
35.18.17|Gondang
35.18.17.2001|Sumberjo
35.18.17.2002|Nglinggo
35.18.17.2003|Mojoseto
35.18.17.2004|Karangsemi
35.18.17.2005|Senjayan
35.18.17.2006|Kedungglugu
35.18.17.2007|Jaan
35.18.17.2008|Sumberagung
35.18.17.2009|Ketawang
35.18.17.2010|Ngunjung
35.18.17.2011|Sanggrahan
35.18.17.2012|Balonggebang
35.18.17.2013|Pandean
35.18.17.2014|Campur
35.18.17.2015|Gondangkulon
35.18.17.2016|Senggowar
35.18.17.2017|Losari
35.18.18|Ngluyu
35.18.18.2001|Sugihwaras
35.18.18.2002|Ngluyu
35.18.18.2003|Tempuran
35.18.18.2004|Lengkong Lor
35.18.18.2005|Gampeng
35.18.18.2006|Bajang
35.18.19|Lengkong
35.18.19.2001|Banjardowo
35.18.19.2002|Lengkong
35.18.19.2003|Jegreg
35.18.19.2004|Kedungmlaten
35.18.19.2005|Prayungan
35.18.19.2006|Sumbersono
35.18.19.2007|Balongasem
35.18.19.2008|Sawahan
35.18.19.2009|Ngringin
35.18.19.2010|Jatipunggur
35.18.19.2011|Ketandan
35.18.19.2012|Sumberkepuh
35.18.19.2013|Ngepung
35.18.19.2014|Pinggir
35.18.19.2015|Bangle
35.18.19.2016|Sumbermiri
35.18.20|Jatikalen
35.18.20.2001|Perning
35.18.20.2002|Ngasem
35.18.20.2003|Gondang Wetan
35.18.20.2004|Jatikalen
35.18.20.2005|Begendeng
35.18.20.2006|Lumpangkuwik
35.18.20.2007|Dawuhan
35.18.20.2008|Munung
35.18.20.2009|Pulowetan
35.18.20.2010|Pule
35.18.20.2011|Dlururejo
35.19|KAB. MADIUN
35.19.01|Kebon Sari
35.19.01.2001|Tambakmas
35.19.01.2002|Tanjungrejo
35.19.01.2003|Sukorejo
35.19.01.2004|Pucanganom
35.19.01.2005|Krandegan
35.19.01.2006|Singgahan
35.19.01.2007|Sidorejo
35.19.01.2008|Palur
35.19.01.2009|Mojorejo
35.19.01.2010|Rejosari
35.19.01.2011|Kebonsari
35.19.01.2012|Balerejo
35.19.01.2013|Kendondong
35.19.01.2014|Bacem
35.19.02|Dolopo
35.19.02.1002|Mlilir
35.19.02.1012|Bangunsari
35.19.02.2001|Lembah
35.19.02.2003|Kradinan
35.19.02.2004|Suluk
35.19.02.2005|Blimbing
35.19.02.2006|Bader
35.19.02.2007|Candimulyo
35.19.02.2008|Glonggong
35.19.02.2009|Dolopo
35.19.02.2010|Doho
35.19.02.2011|Ketawang
35.19.03|Geger
35.19.03.2001|Banaran
35.19.03.2002|Klorogan
35.19.03.2003|Slambur
35.19.03.2004|Geger
35.19.03.2005|Sareng
35.19.03.2006|Purworejo
35.19.03.2007|Sumberejo
35.19.03.2008|Jatisari
35.19.03.2009|Uteran
35.19.03.2010|Pagotan
35.19.03.2011|Sangen
35.19.03.2012|Jogodayuh
35.19.03.2013|Nglandung
35.19.03.2014|Sambirejo
35.19.03.2015|Putat
35.19.03.2016|Kranggan
35.19.03.2017|Kaibon
35.19.03.2018|Kertobanyon
35.19.03.2019|Kertosari
35.19.04|Dagangan
35.19.04.2001|Ketandan
35.19.04.2002|Tileng
35.19.04.2003|Mendak
35.19.04.2004|Segulung
35.19.04.2005|Ngranget
35.19.04.2006|Padas
35.19.04.2007|Dagangan
35.19.04.2008|Joho
35.19.04.2009|Kepet
35.19.04.2010|Sewulan
35.19.04.2011|Jetis
35.19.04.2012|Banjarejo
35.19.04.2013|Mruwak
35.19.04.2014|Prambon
35.19.04.2015|Banjarsari Wetan
35.19.04.2016|Banjarsari Kulon
35.19.04.2017|Sukosari
35.19.05|Kare
35.19.05.2001|Kare
35.19.05.2002|Kepel
35.19.05.2003|Bodag
35.19.05.2004|Bolo
35.19.05.2005|Kuwiran
35.19.05.2006|Randualas
35.19.05.2007|Cermo
35.19.05.2008|Morang
35.19.06|Gemarang
35.19.06.2001|Batok
35.19.06.2002|Durenan
35.19.06.2003|Winong
35.19.06.2004|Tawangrejo
35.19.06.2005|Gemarang
35.19.06.2006|Sebayi
35.19.06.2007|Nampu
35.19.07|Wungu
35.19.07.1003|Munggut
35.19.07.1009|Wungu
35.19.07.2001|Sidorejo
35.19.07.2002|Mojopurno
35.19.07.2004|Karangrejo
35.19.07.2005|Brumbun
35.19.07.2006|Kresek
35.19.07.2007|Mojorayung
35.19.07.2008|Bantengan
35.19.07.2010|Pilangrejo
35.19.07.2011|Tempursari
35.19.07.2012|Nglanduk
35.19.07.2013|Nglambangan
35.19.07.2014|Sobrah
35.19.08|Madiun
35.19.08.1001|Nglames
35.19.08.2002|Sendangrejo
35.19.08.2003|Dempelan
35.19.08.2004|Betek
35.19.08.2005|Sirapan
35.19.08.2006|Dimong
35.19.08.2007|Tulungrejo
35.19.08.2008|Tanjungrejo
35.19.08.2009|Sumberejo
35.19.08.2010|Banjarsari
35.19.08.2011|Tiron
35.19.08.2012|Gunungsari
35.19.08.2013|Bagi
35.19.09|Jiwan
35.19.09.2001|Bukur
35.19.09.2002|Sambirejo
35.19.09.2003|Metesih
35.19.09.2004|Jiwan
35.19.09.2005|Sukolilo
35.19.09.2006|Kincang Wetan
35.19.09.2007|Kwangsen
35.19.09.2008|Grobogan
35.19.09.2009|Wayut
35.19.09.2010|Klagenserut
35.19.09.2011|Teguhan
35.19.09.2012|Ngetrep
35.19.09.2013|Bedoho
35.19.09.2014|Bibrik
35.19.10|Balerejo
35.19.10.2001|Garon
35.19.10.2002|Balerejo
35.19.10.2003|Kebonagung
35.19.10.2004|Gading
35.19.10.2005|Sumberbening
35.19.10.2006|Bulakrejo
35.19.10.2007|Tapelan
35.19.10.2008|Babadan Lor
35.19.10.2009|Warurejo
35.19.10.2010|Jerukgulung
35.19.10.2011|Kedungjati
35.19.10.2012|Glonggong
35.19.10.2013|Sogo
35.19.10.2014|Banaran
35.19.10.2015|Pacinan
35.19.10.2016|Kedungrejo
35.19.10.2017|Kuwu
35.19.10.2018|Simo
35.19.11|Mejayan
35.19.11.1012|Bangunsari
35.19.11.1013|Krajan
35.19.11.1014|Pandean
35.19.11.2001|Kaliabu
35.19.11.2002|Klecorejo
35.19.11.2003|Blabakan
35.19.11.2004|Wonorejo
35.19.11.2005|Kebonagung
35.19.11.2006|Darmorejo
35.19.11.2007|Kaligunting
35.19.11.2008|Sidodadi
35.19.11.2009|Kuncen
35.19.11.2010|Mejayan
35.19.11.2011|Ngampel
35.19.12|Saradan
35.19.12.2001|Bandungan
35.19.12.2002|Pajaran
35.19.12.2003|Sugihwaras
35.19.12.2004|Sidorejo
35.19.12.2005|Bongsopotro
35.19.12.2006|Sukorejo
35.19.12.2007|Ngepeh
35.19.12.2008|Bajulan
35.19.12.2009|Bener
35.19.12.2010|Sumbersari
35.19.12.2011|Klumutan
35.19.12.2012|Sambirejo
35.19.12.2013|Tulung
35.19.12.2014|Sumberbendo
35.19.12.2015|Klangon
35.19.13|Pilangkenceng
35.19.13.2001|Muneng
35.19.13.2002|Pulerejo
35.19.13.2003|Purworejo
35.19.13.2004|Kedungrejo
35.19.13.2005|Wonoayu
35.19.13.2006|Pilangkenceng
35.19.13.2007|Sumbergandu
35.19.13.2008|Kedungmaron
35.19.13.2009|Duren
35.19.13.2010|Dawuhan
35.19.13.2011|Bulu
35.19.13.2012|Kenongorejo
35.19.13.2013|Ngengor
35.19.13.2014|Gandul
35.19.13.2015|Luworo
35.19.13.2016|Kedungbanteng
35.19.13.2017|Krebet
35.19.13.2018|Ngale
35.19.14|Sawahan
35.19.14.2001|Sidomulyo
35.19.14.2002|Kanung
35.19.14.2003|Rejosari
35.19.14.2004|Pucangrejo
35.19.14.2005|Krokeh
35.19.14.2006|Lebakayu
35.19.14.2007|Bakur
35.19.14.2008|Golan
35.19.14.2009|Cabean
35.19.14.2010|Sawahan
35.19.14.2011|Pule
35.19.14.2012|Kajang
35.19.14.2013|Klumpit
35.19.15|Wonoasri
35.19.15.2001|Ngadirejo
